T,,#6464ff
P,False,36677,36705,start,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790D2C48>
P,False,125001,125038,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,125039,125059,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,125060,125131,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,125133,125173,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,125174,125349,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,125351,125504,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,125506,125565,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,125567,125613,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,125614,125806,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,125807,125869,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,125871,125935,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,125937,125964,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,125965,126063,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,126065,126081,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,126083,126112,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,126113,126270,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,126270,126794,0/sometimes 2?,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,128048,129043,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,129043,129120,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,129760,131152,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,138908,139006,stepping off of step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,139007,139637,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,139638,140683,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,140684,140841,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,140843,143618,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,143620,145053,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,145054,145469,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,145470,146443,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,146444,147306,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,147308,147404,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,147406,147596,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,147597,148187,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,148189,148544,sitting,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,148545,148651,standing up,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,148653,149625,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,149627,149848,sitting down,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,149850,150815,sitting,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,150816,150907,standing up,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,150909,151046,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,151047,151595,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,151595,151710,sitting down,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,151711,152906,sitting,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,152907,152988,standing up,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,152990,153557,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,153558,153706,sitting down,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,153707,153921,sitting,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,153922,153979,standing up,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,153980,154130,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,154132,154243,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,154244,154373,sitting down,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,154374,155243,sitting,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,155241,155293,standing up,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,155292,156415,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,156417,156498,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,156502,156572,sitting down,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,156574,158416,sitting,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,158419,158488,standing up,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,158491,158835,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,158837,158928,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,158930,159127,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,159128,159258,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,159261,159322,sitting down,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,159324,160381,sitting,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,160381,160457,standing up,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,160458,162528,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,162529,163463,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,163466,165967,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,165970,167682,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,167684,170460,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,170462,172279,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,172281,174668,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,174669,174854,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,174856,175064,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,175065,176366,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,176367,176699,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,176700,176911,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,176913,177384,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,177386,178744,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,178743,178926,stepping over a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,178929,179049,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,179050,179140,standing off a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,179142,179677,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
T,,#6464ff
P,False,36678,37071,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,37071,37100,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,37101,37319,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,37320,37385,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,37386,37657,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,37658,37757,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,37757,38188,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,38189,38252,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,38253,38395,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,38397,38498,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,38499,40080,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,40081,40227,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,40228,40259,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,40260,40507,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,40508,40536,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,40537,40934,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,40935,40975,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,40976,41182,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,41183,41224,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,41225,41373,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,41374,41423,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,41424,41582,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,41583,41703,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,41704,41730,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,41731,42132,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,42133,42164,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,42164,42279,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,42281,42369,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,42369,42560,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,42562,42644,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,42645,42933,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,42934,43215,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,43217,43271,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,43272,43633,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,43634,43861,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,43862,43951,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,43952,44001,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,44002,44030,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,44031,44092,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,44093,44151,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,44152,44440,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,44441,44554,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,44555,44767,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,44768,45013,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,45015,45135,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,45136,45280,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,45281,45305,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,45306,45619,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,45620,45709,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,45710,45943,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,45944,46225,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,46227,46365,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,46366,46442,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,46443,46978,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,46979,47043,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,47045,47151,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,47152,47233,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,47234,47385,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,47387,47777,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,47778,47835,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,47836,47911,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,47911,47994,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,47995,48018,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,48019,48088,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,48090,48131,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,48132,48233,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,48234,48464,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,48465,48496,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,48497,49150,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,49150,49364,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,49365,49397,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,49398,49488,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,49489,50460,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,50461,50547,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,50546,50602,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,50603,51094,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,51095,51127,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,51128,51180,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,51181,51215,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,51217,51252,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,51253,51302,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,51303,51384,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,51386,51412,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,51413,51498,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,51500,51542,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,51542,51593,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,51595,51676,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,51677,51852,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,51853,51901,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,51902,52078,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,52079,52123,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,52124,52240,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,52241,52289,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,52290,52422,0?,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,52424,52658,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,52659,52703,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,52704,52851,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,52852,52917,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,52918,52981,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,52982,53003,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,53004,53222,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,53223,53763,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,53764,53802,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,53803,53929,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,53930,54022,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,54023,54077,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,54078,54360,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,54361,54389,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,54390,54516,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,54517,54537,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,54538,54886,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,54888,54910,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,54911,55329,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,55330,55345,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,55347,55481,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,55482,55503,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,55504,55560,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,55561,55579,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,55580,55968,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,55969,56084,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,56084,56323,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,56325,56490,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,56490,56631,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,56632,56656,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,56657,56854,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,56855,56891,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,56892,57122,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,57123,57458,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,57459,57805,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,57806,57841,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,57842,57986,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,57987,58012,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,58013,58058,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,58060,58126,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,58127,58442,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,58443,58532,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,58533,58580,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,58582,58626,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,58628,58768,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,58769,58960,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,58961,59133,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,59134,59217,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,59218,59629,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,59631,59799,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,59801,60107,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,60108,60642,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
