T,,#6464ff
P,False,36683,36688,start,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4B8027F48>
P,False,155010,155042,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,155043,155163,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,155218,155317,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,155318,155397,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,155399,155478,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,155479,155510,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,155511,155766,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,155767,155801,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,155802,156136,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,156137,156231,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,156232,156382,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,156383,156416,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,156416,157261,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,157262,157289,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,157290,157326,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,157327,157351,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,157352,157488,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,157551,157568,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,157568,157593,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,157594,157819,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,157873,157982,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,157983,158125,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,158126,158310,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,158311,158348,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,158350,158536,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,158537,158625,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,158626,158724,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,158725,158799,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,158800,158892,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,158893,158957,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,158958,159095,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,159096,159201,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,159202,159221,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,159222,159262,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,159263,159357,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,159358,159411,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,159412,159453,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,159454,159640,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,159641,159864,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,159865,159974,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,159975,160219,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,160220,160303,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,160304,160343,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,160373,160673,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,160702,160768,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,160768,160792,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,160793,160841,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,160841,160950,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,160951,161068,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,161070,161116,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,161117,161237,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,161238,161262,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,161262,161928,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,161929,161980,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,161981,162014,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,162016,162093,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,162094,162151,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,162153,162284,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,162285,162309,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,162310,162359,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,162360,164064,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,164065,164117,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,164118,164356,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,164356,164387,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,164388,164430,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,164431,164447,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,164448,164517,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,164518,164638,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,164639,164679,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,164680,164719,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,164720,164758,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,164758,164821,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,164821,164868,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,164869,164913,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,164914,165101,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,165101,165156,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,165157,166363,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,166364,166486,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,166487,166569,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,166570,166696,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,166696,166780,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,166781,167164,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,167165,167271,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,167272,167310,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,167311,167378,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,167379,167427,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,167428,167438,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,167439,167461,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,167462,167481,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,167482,167516,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,167517,167564,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,167565,167613,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,167614,167635,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,167636,167647,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,167648,167701,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,167702,167776,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,167777,167858,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,167859,167890,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,167891,167988,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
P,False,167989,168070,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B4BD2D1F48>
