T,,#6464ff
P,False,36683,36688,start,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A8968DC8>
P,False,136111,136469,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,136470,136515,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,136516,136581,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,136582,136613,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,136614,136660,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,136661,136697,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,136698,136729,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,136730,136861,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,136861,136903,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,136903,137096,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,137097,137136,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,137137,137294,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,137295,137341,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,137342,137464,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,137465,137487,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,137488,137521,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,137522,137566,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,137567,137687,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,137688,137767,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,137768,137828,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,137829,137859,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,137860,137919,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,137920,138022,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,138023,138046,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,138047,138176,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,138177,138289,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,138290,138511,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,138513,138568,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,138569,138604,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,138606,138760,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,138762,138843,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,138844,138859,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,138861,139243,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,139244,139337,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,139338,139434,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,139436,139570,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,139571,139592,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,139593,139697,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,139698,139721,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,139722,139861,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,139862,140305,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,140305,140418,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,140419,140447,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,140571,140676,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,140678,141149,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,141151,141642,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,141643,141686,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,141687,141742,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,141743,141767,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,141768,141788,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,141789,141918,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,141919,141941,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,141942,141989,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,141990,142018,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,142019,142097,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,142099,142143,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,142145,142188,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,142189,142240,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,142241,142409,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,142410,142443,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,142444,142532,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,142533,142583,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,142584,142669,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,142670,142697,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,142698,142737,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,142738,142824,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,142825,142848,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,142850,143050,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,143052,143235,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,143237,143307,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,143309,143383,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,143385,143420,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,143422,143531,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,143532,143576,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,143577,143610,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,143611,143706,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,143708,144259,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,144260,144338,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,144339,144506,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,144507,144598,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,144599,144692,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,144693,144748,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,144749,144850,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,144851,144984,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,144985,145021,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,145022,145367,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,145368,145413,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,145414,145475,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,145476,145770,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,145771,145820,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,145821,145860,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,145862,145991,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,145992,146025,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,146027,146131,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,146131,146264,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,146264,146295,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,146296,146331,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,146333,146606,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,146608,146634,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,146635,146687,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,146688,147112,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,147113,147221,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,147223,147449,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,147450,147824,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,147826,148018,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,148019,148099,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,148101,148738,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,148739,149216,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,149217,149290,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,149291,149317,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,149318,149495,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,149496,149525,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,149526,149583,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,149584,149659,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,149660,149750,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,149751,149796,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,149797,149854,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,149855,149893,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,149894,149977,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,149978,150028,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,150029,150057,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,150058,150100,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,150101,150215,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,150216,150263,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,151624,151820,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,151821,151850,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,151851,151999,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,152000,152310,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,152310,152367,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,152368,152608,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,152609,152742,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,152742,152775,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,152777,152876,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,152878,152901,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,152903,152944,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,152946,153086,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,153087,153224,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,153225,153258,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,153257,154092,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,154094,154262,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,154263,154624,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,154625,154661,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,154663,154753,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,154754,154823,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,154824,154858,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,154859,154903,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,154904,155009,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,155010,155042,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,155043,155122,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,155123,155217,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,155218,155317,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,155318,155397,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,155399,155478,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,155479,155510,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,155511,155766,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,155767,155801,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,155802,156136,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,156137,156231,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,156232,156382,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,156383,156416,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,156416,157261,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,157262,157399,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,157401,157459,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,157460,157550,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,157551,157568,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,157568,157593,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,157594,157725,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,157726,157781,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,157782,157872,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,157873,157982,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,157983,158125,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,158126,158310,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,158311,158348,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,158350,158536,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,158537,158625,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,158626,158724,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,158725,158799,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,158800,158892,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,158893,158957,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,158958,159095,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,159096,159201,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,159202,159221,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,159222,159262,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,159263,159357,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,159358,159411,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,159412,159453,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,159454,159640,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,159641,159864,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,159865,159974,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,159975,160281,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,160282,160303,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,160304,160343,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,160345,160443,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,160445,160672,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,160673,160700,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,160702,160768,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,160768,160792,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,160793,160841,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,160841,160950,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,160951,161068,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,161070,161116,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,161117,161237,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,161238,161262,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,161262,161928,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,161929,161980,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,161981,162014,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,162016,162093,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,162094,162151,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,162153,162284,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,162285,162309,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,162310,162359,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,162360,164064,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,164065,164117,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,164118,164356,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,164356,164387,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,164388,164430,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,164431,164447,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,164448,164517,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,164518,164638,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,164639,164679,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,164680,164719,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,164720,164758,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,164758,164821,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,164821,164868,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,164869,164913,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,164914,165101,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,165101,165156,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
